CustomerID,CustomerName,ContactName,Address,City,State,PostalCode,Country,Phone,Email,CreditLimit,PaymentTerms,CustomerSince,SalesRepEmployeeID,CustomerSegment,Industry,Region,IsActive
133,Henry-Garcia,Annette Williams,310 Harold Estates,Jeremyshire,IL,11024,USA,+1-768-421-7355,customer0133@example.com,112620.14,Net 45,2020-08-20,6,Wholesale,Retail,Midwest,1
134,Peters-Gray,Charles Thornton,2427 Douglas Pines Apt. 913,Guzmanshire,GA,93158,USA,(545)618-4936x6615,customer0134@example.com,29579.78,Net 45,2020-08-21,82,Small Business,Interior Design,South,1
135,Sullivan-Mcdonald,Elizabeth Vargas,97701 Sabrina Dam Apt. 589,Coxport,NY,48361,USA,551.481.4676,customer0135@example.com,145443.27,Net 45,2017-10-22,108,Wholesale,Real Estate,Northeast,1
136,Glenn-Estrada,Jacqueline Wilson MD,56635 Jeanette Cape Apt. 438,Jennifermouth,IN,61293,USA,394.482.1002x480,customer0136@example.com,348394.4,Net 45,2017-02-10,107,Strategic,Office,Midwest,1
137,Owens Group,Kelly Hart,7352 Jackson Locks,Lake Kim,TN,32811,USA,967.544.0631x172,customer0137@example.com,153895.69,Net 30,2017-09-27,120,Wholesale,Interior Design,South,1
138,Wright PLC,Mary Adams,9527 Kevin Inlet,Gabrielland,WI,97041,USA,778.933.2893x045,customer0138@example.com,286607.41,Net 90,2016-08-06,120,Strategic,Real Estate,Midwest,1
139,"Thompson, Rosario and Castillo",Sheri Adams,185 Morris Path Apt. 497,West Suzanne,NC,87728,USA,644-686-1768x0781,customer0139@example.com,87509.22,Net 30,2018-07-02,107,Wholesale,Real Estate,South,1
140,Ruiz-Pratt,Carla Erickson,32407 Middleton Glen Apt. 076,Deanfurt,MI,13135,USA,001-401-670-7669x89480,customer0140@example.com,88658.94,Net 45,2022-08-15,107,Design Trade,Office,Midwest,1
141,Sanchez LLC,Shirley Hart,7895 Lopez Rest Suite 225,Jenniferhaven,MI,46976,USA,001-600-570-1249,customer0141@example.com,326717.06,Net 45,2025-03-08,84,Strategic,Hospitality,Midwest,1
142,Jenkins PLC,Sharon Estrada,8544 Hanson Stream Apt. 700,Montgomeryton,NY,38023,USA,552.800.4925x28955,customer0142@example.com,23098.88,Net 60,2021-09-28,84,Small Business,Real Estate,Northeast,1
143,Davis PLC,Abigail Smith,811 Wilson Meadow Apt. 629,New Kelseyberg,CO,61977,USA,539-300-5635,customer0143@example.com,112507.22,Net 60,2020-04-19,6,Design Services,Retail,West,1
144,"Roach, Walton and Logan",Richard Parker,50958 Davenport Oval Apt. 315,Stevensberg,MA,00997,USA,7204292305,customer0144@example.com,137165.06,Net 30,2022-10-09,107,Wholesale,Hospitality,Northeast,1
145,Nichols Ltd,Andrew Mckinney,3158 Eileen Row,Edwardbury,MI,91428,USA,+1-618-518-0432x602,customer0145@example.com,35002.55,Net 60,2018-01-08,108,Design Trade,Retail,Midwest,1
146,Horton and Sons,Mary Kelley,970 Corey Lake Apt. 797,East Deannashire,IN,39737,USA,538-884-8973,customer0146@example.com,172210.74,Net 30,2017-11-05,108,Wholesale,Retail,Midwest,1
147,Young-Rodriguez,Teresa Perez,4246 Hurley Pine Suite 974,Villegasshire,NJ,03452,USA,001-262-738-9904x9946,customer0147@example.com,85555.8,Net 30,2022-12-07,84,Design Trade,Interior Design,Northeast,1
148,Santos-Salazar,David Rich,76871 Moore Parks,East Devin,NJ,22273,USA,583.564.1385,customer0148@example.com,11868.51,Net 60,2019-02-26,84,Small Business,Retail,Northeast,1
149,Osborne LLC,Jennifer Carroll,781 Meghan Inlet Suite 622,North Maria,AZ,09501,USA,001-995-846-0468x671,customer0149@example.com,40373.28,Net 30,2018-10-19,108,Design Trade,Interior Design,West,1
150,"Cox, Avila and Patel",Lindsey Shelton,2625 Palmer Pines Suite 800,East Ethanland,MA,53328,USA,+1-377-817-4185x193,customer0150@example.com,97222.78,Net 30,2020-01-17,108,Design Trade,Office,Northeast,1
151,Reed Inc,Leah Kane,573 Diane Lake,Melodyview,MA,52672,USA,953-993-5965x69346,customer0151@example.com,38879.32,Net 45,2022-01-26,84,Design Trade,Interior Design,Northeast,1
152,Garcia Inc,Alison Lewis,57757 Martin Prairie Suite 600,Port Stephanie,NC,67869,USA,785-763-6938x5250,customer0152@example.com,95919.24,Net 30,2020-01-14,82,Wholesale,Office,South,1
153,Jones-Smith,Dana Lozano,420 Palmer Neck Apt. 579,Christianbury,IN,92371,USA,(519)695-6340,customer0153@example.com,30340.5,Net 60,2018-07-02,6,Small Business,Office,Midwest,1
154,Fernandez-Preston,Abigail Butler,59377 Brown Rapids,Bankstown,WI,22859,USA,(835)758-8906x665,customer0154@example.com,52716.93,Net 30,2020-07-28,82,Design Trade,Interior Design,Midwest,1
155,Warren Group,Ryan Hogan,852 Johnson Wells Suite 024,West David,IN,42110,USA,475-292-5558x238,customer0155@example.com,75899.94,Net 30,2020-02-26,6,Design Trade,Real Estate,Midwest,1
156,Bullock-Hernandez,Brianna Moyer,633 Alyssa Fields,North Chelseatown,MA,45767,USA,364.520.9988x366,customer0156@example.com,274229.13,Net 30,2016-12-09,84,Strategic,Office,Northeast,1
157,Ball-Dickerson,Mrs. Tracy Coleman PhD,365 Ashley Burg,Kathleenchester,NY,90299,USA,733-481-0959x83530,customer0157@example.com,15219.05,Net 30,2018-12-23,108,Small Business,Retail,Northeast,1
158,Charles LLC,Brian Nichols,656 Jane Mews Suite 389,Bondmouth,FL,46502,USA,+1-755-400-1984x62183,customer0158@example.com,85509.87,Net 60,2020-08-08,107,Design Services,Hospitality,South,1
159,Moyer Ltd,Theresa Maldonado,37307 Ashley Parkways Suite 231,Meghanport,MI,80794,USA,001-386-443-5264x744,customer0159@example.com,138316.79,Net 30,2020-08-29,82,Wholesale,Hospitality,Midwest,1
160,Diaz LLC,Darren Jackson,999 Paula Harbor,Port Michaelton,NJ,41880,USA,926.694.0647,customer0160@example.com,12301.72,Net 30,2020-04-19,120,Small Business,Real Estate,Northeast,1
161,Torres-Ellis,Samuel Williams,70724 Shawn Lane Apt. 822,Katelynmouth,NC,14001,USA,(582)848-2269x612,customer0161@example.com,221526.21,Net 60,2017-01-31,82,Strategic,Hospitality,South,1
162,"French, Sandoval and Everett",Timothy Hernandez,12193 Higgins Courts,New Ryan,GA,04493,USA,711-423-6507x19477,customer0162@example.com,138696.1,Net 45,2023-01-11,84,Wholesale,Interior Design,South,1
163,"Blair, Gross and Webb",Evan Wall,075 Jessica Ridges Apt. 516,North Gloria,TN,11919,USA,+1-260-959-8458x55447,customer0163@example.com,8419.2,Net 30,2022-02-10,82,Small Business,Interior Design,South,1
164,Ross-Hampton,Deborah Stein,97630 King Hills Apt. 658,Davischester,MA,75547,USA,001-778-644-2203,customer0164@example.com,15790.27,Net 30,2021-04-16,84,Small Business,Hospitality,Northeast,1
165,Perez-Donaldson,Adam Small,6718 Pedro Loop,Ayerschester,NJ,39867,USA,(773)586-3093,customer0165@example.com,7864.91,Net 90,2021-05-15,108,Small Business,Interior Design,Northeast,1
166,"Knapp, King and Ortega",Kimberly Chavez,7245 Patrick Mountain,Andrealand,GA,61982,USA,(482)482-2683,customer0166@example.com,59444.16,Net 45,2021-02-24,6,Wholesale,Office,South,1
167,"Graham, Williams and Miranda",Jaime Pearson,67143 Martinez Cape,Virginiaborough,PA,79341,USA,468-349-1025,customer0167@example.com,37576.38,Net 45,2025-03-30,107,Small Business,Retail,Northeast,1
168,Jenkins Ltd,Stacy Jones,6744 Debra Keys,East Patricia,WA,21990,USA,(236)578-7370,customer0168@example.com,11873.67,Net 60,2023-08-02,107,Small Business,Real Estate,West,1
169,Miller-Hernandez,Michael Mccarthy,2643 Jacob Dam,North Matthewbury,NC,41439,USA,(237)546-8933x3062,customer0169@example.com,125394.78,Net 60,2022-09-30,108,Strategic,Real Estate,South,1
170,Smith Ltd,Steven Scott,66804 Jim Route Suite 497,Rachelberg,PA,42988,USA,+1-636-842-8208x7574,customer0170@example.com,29895.44,Net 45,2019-12-31,107,Small Business,Real Estate,Northeast,1
171,"Torres, Hoover and Ortiz",Courtney Carpenter,9187 Jeffrey Wells,Port Brittanyton,MI,96522,USA,218.284.1753,customer0171@example.com,94241.15,Net 60,2017-03-27,107,Design Trade,Hospitality,Midwest,1
172,Ibarra Ltd,Nicole Thomas,9304 Jones Isle,West James,TN,99330,USA,+1-814-860-9059x24514,customer0172@example.com,104132.6,Net 60,2020-03-06,84,Wholesale,Real Estate,South,1
173,Brown LLC,Mandy Peterson,541 Davidson Fords,Kingfurt,IN,19737,USA,4906691326,customer0173@example.com,173093.23,Net 60,2023-09-11,84,Strategic,Retail,Midwest,1
174,"Werner, Davis and Anderson",Amy Mathis,44215 Rice Port,Port Christine,FL,63150,USA,533.579.3200,customer0174@example.com,123698.26,Net 60,2023-05-03,82,Wholesale,Real Estate,South,1
175,"King, Fleming and Hahn",George Kelley,207 Suzanne Underpass Apt. 854,Abigailport,OH,25118,USA,001-551-579-2132x3191,customer0175@example.com,13153.15,Net 60,2019-01-24,6,Small Business,Hospitality,Midwest,1
176,"Church, Phillips and Hunt",Tiffany Paul,762 Francis Field,Lake Ronaldbury,AZ,70103,USA,001-404-940-6747x6095,customer0176@example.com,97958.9,Net 30,2019-11-19,108,Design Trade,Interior Design,West,1
177,Green-Villanueva,Megan Sanders,7050 Lambert Springs,South Jonathanbury,NC,06149,USA,923-933-9681,customer0177@example.com,94304.48,Net 60,2019-02-10,84,Wholesale,Real Estate,South,1
178,Harris-Duncan,Jennifer Dawson,676 Parsons Bridge,South Hannah,OH,27063,USA,251-702-7349,customer0178@example.com,39260.13,Net 30,2019-04-21,82,Small Business,Real Estate,Midwest,1
179,"Thompson, Nixon and Wilson",Donald Clark,332 John Union,Leeville,WI,63450,USA,845-364-6612x984,customer0179@example.com,148918.8,Net 30,2022-03-22,108,Strategic,Real Estate,Midwest,1
180,Tate and Sons,Curtis Case,85595 Hayes Drive,South Charlestown,MA,03750,USA,(297)652-6292x16609,customer0180@example.com,98417.0,Net 60,2019-08-06,120,Wholesale,Interior Design,Northeast,1
181,Anderson Group,Jennifer Steele,601 Mark Land,Mossstad,WA,44975,USA,(740)480-0621x1120,customer0181@example.com,165128.0,Net 30,2020-10-11,120,Wholesale,Retail,West,1
182,Aguilar-Gonzalez,Jerome Smith,16284 Rivera Ridges,Elizabethside,WI,91800,USA,001-617-355-3415x316,customer0182@example.com,125446.55,Net 60,2019-01-22,82,Wholesale,Hospitality,Midwest,1
183,"Reynolds, Brennan and King",John Owen,06086 Jackson Corners,Lake Marisa,MA,46513,USA,545-379-0058x9098,customer0183@example.com,93753.77,Net 90,2019-11-04,82,Design Trade,Office,Northeast,1
184,"Brady, Griffin and Charles",James Pace,01619 Howe Crest Apt. 378,New Maria,WI,54124,USA,+1-260-693-7931x28307,customer0184@example.com,173122.8,Net 45,2019-07-31,6,Wholesale,Hospitality,Midwest,1
185,Meyer-Mcdonald,Tanner Wright,114 Lucero View Apt. 443,Port Jamesstad,IL,01793,USA,501-896-1468x708,customer0185@example.com,169013.09,Net 45,2017-12-23,84,Wholesale,Interior Design,Midwest,1
186,"Smith, James and Burgess",Stacie Cole,08632 Brennan Harbors Suite 070,Smithton,PA,73522,USA,446.246.2978x881,customer0186@example.com,127591.32,Net 60,2019-05-09,107,Wholesale,Real Estate,Northeast,1
187,Olson-Young,Paul Taylor,10669 Burgess Drive,Rebeccamouth,CO,37482,USA,5803844220,customer0187@example.com,103660.3,Net 30,2019-02-14,6,Wholesale,Retail,West,1
188,Walker Ltd,Suzanne Baker,8306 Smith Fall Suite 551,Port Christopher,OR,55764,USA,001-733-826-4440,customer0188@example.com,162804.48,Net 30,2016-10-16,6,Wholesale,Hospitality,West,1
189,Ramirez Inc,Zachary Gordon,072 Sonya Spur,Johnhaven,MI,51051,USA,(855)424-0764,customer0189@example.com,142401.18,Net 60,2018-09-15,82,Wholesale,Hospitality,Midwest,1
190,Stanton-Foster,Alicia Schaefer,5879 Ethan Fall Suite 743,East Alexander,FL,98799,USA,801.537.9741x2500,customer0190@example.com,63318.19,Net 60,2017-01-31,84,Wholesale,Retail,South,1
191,"Campbell, Martinez and Lucero",Christine Rice,1793 Anderson Avenue,Lawrenceton,NJ,66287,USA,481-618-1035x8128,customer0191@example.com,63684.26,Net 30,2017-04-23,108,Design Trade,Real Estate,Northeast,1
192,"Andrews, Zavala and Pearson",Elizabeth Clark,241 Omar Trafficway Suite 890,Lake Haleyfurt,OH,49047,USA,001-394-669-9205x565,customer0192@example.com,119537.61,Net 30,2023-06-04,120,Wholesale,Interior Design,Midwest,1
193,"Moody, Spencer and Lam",Mary Fleming,76610 Duarte Extension Suite 514,New Danielleview,OH,22079,USA,001-741-700-8502x974,customer0193@example.com,140702.57,Net 45,2016-09-28,6,Wholesale,Interior Design,Midwest,1
194,"Stewart, Vazquez and Cain",Melissa Martin,71608 Wilson Junctions Suite 805,Tanyaside,GA,33482,USA,367.665.4290x84575,customer0194@example.com,109415.99,Net 30,2018-01-22,108,Wholesale,Retail,South,1
195,"Collins, Wells and Bennett",Jose Vaughan,21361 Walton View,Davisshire,WA,36318,USA,211.405.9742x39374,customer0195@example.com,157175.22,Net 45,2019-10-02,82,Wholesale,Real Estate,West,1
196,Benjamin-Vaughn,Lindsey Hughes,653 Derrick Court,Lake Rileyberg,WA,00733,USA,+1-657-365-7823x72869,customer0196@example.com,161464.72,Net 30,2024-11-24,108,Wholesale,Retail,West,1
197,"Nichols, Barnes and Payne",Jeanette Johnson,8436 Jackson Corner Suite 351,Mathewsborough,IL,33552,USA,772-432-3676x09470,customer0197@example.com,47723.11,Net 30,2016-12-12,120,Design Trade,Real Estate,Midwest,1
198,"White, Fernandez and Carr",Jasmine Schroeder,133 Reeves Summit,East Wendy,TN,85144,USA,+1-410-522-6763,customer0198@example.com,121659.11,Net 45,2021-01-12,107,Wholesale,Office,South,1
199,Reyes-Barnes,Charles Price,278 Solis Via,Harveyberg,CO,84683,USA,+1-565-770-7657x04313,customer0199@example.com,96540.44,Net 45,2023-10-31,120,Wholesale,Interior Design,West,1
200,Willis and Sons,Victor Russo,70268 Gomez Mews,South Michael,CO,49684,USA,001-256-341-9332,customer0200@example.com,164634.49,Net 60,2018-01-29,107,Strategic,Real Estate,West,1
201,Marsh-Johnson,Erin Howard,192 Little Springs Apt. 761,Lake Lisa,MA,95001,USA,925.326.1688x23868,customer0201@example.com,26550.26,Net 30,2021-05-05,84,Small Business,Hospitality,Northeast,1
202,Brady Group,Robert Morris,103 Jennifer Islands Apt. 677,Lake Jesus,MI,33932,USA,887.841.7237,customer0202@example.com,322236.02,Net 45,2023-12-15,82,Strategic,Interior Design,Midwest,1
203,Adams-Small,Melinda Boyd,8317 Jimenez Center Suite 729,Benjamintown,PA,78287,USA,+1-413-563-1051x2530,customer0203@example.com,79574.48,Net 30,2021-10-27,82,Design Services,Retail,Northeast,1
204,Thompson LLC,Angelica Moreno,6339 Sue Route Apt. 436,Pamelahaven,NY,03905,USA,850-338-5947,customer0204@example.com,81825.9,Net 60,2018-02-13,84,Wholesale,Hospitality,Northeast,1
205,Thomas Ltd,Nancy Garza,8909 Jones Grove,West Tylerborough,WA,78429,USA,001-984-536-8015x52789,customer0205@example.com,305285.22,Net 45,2021-11-23,120,Strategic,Office,West,1
206,Williams-Torres,Victoria Lester,9426 Payne Well,Blairside,IN,73064,USA,518-874-9835x436,customer0206@example.com,82701.35,Net 60,2017-02-27,107,Wholesale,Real Estate,Midwest,1
207,Kelly LLC,Karen Baird,019 Chad Creek Apt. 734,South Andrewfort,CA,88132,USA,646-276-2667,customer0207@example.com,32335.29,Net 30,2016-12-08,84,Small Business,Hospitality,West,1
208,"Salas, King and Lucas",Joshua Lopez,5685 Lisa Cove Suite 895,Port Eric,FL,68513,USA,712.217.6550,customer0208@example.com,166086.8,Net 45,2020-06-03,107,Strategic,Retail,South,1
209,"Carrillo, Williams and Mejia",Richard Jackson,965 Cody Path Suite 485,New Kristinstad,NJ,95562,USA,+1-946-240-2985x660,customer0209@example.com,114013.15,Net 30,2021-05-22,108,Wholesale,Office,Northeast,1
210,Buck Group,Stephanie Turner,11035 Jacqueline River,East Brandonville,WI,98967,USA,001-893-469-5101x966,customer0210@example.com,37763.42,Net 60,2018-04-15,120,Design Trade,Retail,Midwest,1
211,"Wells, Harrison and Todd",Elizabeth Martinez,7820 Joyce Lock Apt. 245,Davidhaven,MI,47859,USA,3328205391,customer0211@example.com,156588.42,Net 30,2024-01-30,6,Wholesale,Office,Midwest,1
212,Perez LLC,Tom Gonzales,129 Deborah Estates,Traciborough,FL,24799,USA,001-496-615-1053x50980,customer0212@example.com,24053.92,Net 30,2024-01-18,82,Small Business,Retail,South,0
213,Harrison PLC,Michael Moses,22846 Jason Keys,Higginsborough,OH,92690,USA,+1-444-641-3306x4332,customer0213@example.com,29400.84,Net 30,2017-11-23,6,Small Business,Office,Midwest,0
214,Robinson Ltd,Terry Wright,2917 Ochoa Throughway Suite 186,North Michaelfurt,AZ,87080,USA,001-854-560-2230x656,customer0214@example.com,76322.8,Net 45,2021-03-11,6,Design Services,Office,West,0
215,"Green, Pena and Grant",Brian Howell,0165 Greene Island,Port Rebeccaborough,NY,63029,USA,001-681-475-6284x42683,customer0215@example.com,35752.29,Net 60,2019-12-15,108,Small Business,Retail,Northeast,0
216,Wong-Perkins,Donna Leblanc,927 Barajas Mall,New Cherylbury,WI,97735,USA,+1-538-338-7646x6919,customer0216@example.com,100562.9,Net 30,2024-06-10,107,Design Services,Real Estate,Midwest,0
217,Mcdonald Inc,Donald Lloyd,95926 Compton Causeway,North Vanessaport,IL,07670,USA,+1-843-889-4206x64463,customer0217@example.com,129153.97,Net 30,2019-10-03,108,Wholesale,Retail,Midwest,0
218,"Long, Ford and Miller",Jose Lowery,60419 Perez Parkway,Jonesville,NY,81790,USA,7016349110,customer0218@example.com,345037.46,Net 45,2022-03-14,108,Strategic,Interior Design,Northeast,0
219,Sanchez-Lambert,Alec Bailey,2328 Steven Junctions Apt. 608,Cameronshire,TN,52468,USA,001-578-375-3739,customer0219@example.com,329679.38,Net 45,2017-03-25,6,Strategic,Hospitality,South,0
220,Smith Ltd,Shane Jackson,86341 Mary Road,Dustinfurt,MA,87739,USA,(502)517-7252,customer0220@example.com,30884.63,Net 30,2020-04-03,107,Small Business,Hospitality,Northeast,0
